"year","sic2","citeWeightedPatents","LernerComplement"
1978,34,8.20533752441406,0.934448480606079
1979,34,9.13131332397461,0.947934329509735
1980,34,8.1314001083374,0.958917438983917
1981,34,6.46534585952759,0.964025735855103
1982,34,7.14540910720825,0.958975493907928
1983,34,7.16459083557129,0.958708167076111
1984,34,7.47567319869995,0.951887905597687
1985,34,7.36740112304688,0.943727314472198
1986,34,8.15589809417725,0.93496823310852
1987,34,8.71979713439941,0.91838538646698
1988,34,6.36484527587891,0.923259675502777
1989,34,9.58882808685303,0.934398174285889
1990,34,9.82684898376465,0.936921000480652
1991,34,9.39373397827148,0.950659513473511
1992,34,10.2535581588745,0.954824864864349
1993,34,7.68265533447266,0.951277613639832
1994,34,6.48909568786621,0.944707810878754
1973,35,44.6951026916504,0.957871913909912
1974,35,37.8368339538574,0.968602657318115
1975,35,26.9855842590332,0.971759796142578
1976,35,23.5459995269775,0.970749318599701
1977,35,19.568775177002,0.956338703632355
1978,35,16.7207374572754,0.961682140827179
1979,35,22.4532470703125,0.968827366828918
1980,35,15.047233581543,0.98164165019989
1981,35,4.26666688919067,0.992037534713745
1983,35,11.5530080795288,0.992598116397858
1984,35,11.7474870681763,0.986117362976074
1985,35,11.8195095062256,0.980790078639984
1986,35,16.1960353851318,0.972545564174652
1987,35,17.0145606994629,0.976864397525787
1988,35,14.6653757095337,0.9665687084198
1989,35,18.6630477905273,0.95384407043457
1990,35,17.931468963623,0.96322625875473
1991,35,17.2176742553711,0.994737565517426
1992,35,12.0751237869263,0.995454370975494
1993,35,13.0718669891357,0.991016745567322
1994,35,12.8325176239014,0.983383297920227
1973,36,4.82224893569946,0.941357672214508
1974,36,4.53872299194336,0.940481841564178
1975,36,5.7279953956604,0.933429777622223
1976,36,5.92195320129395,0.942489922046661
1977,36,3.73878741264343,0.955587983131409
1978,36,5.66432952880859,0.947518646717072
1979,36,7.64747476577759,0.948174357414246
1980,36,5.83226108551025,0.960700333118439
1981,36,7.26486492156982,0.97228342294693
1982,36,11.2671298980713,0.977163374423981
1983,36,11.5298547744751,0.972388207912445
1984,36,8.93955135345459,0.966536462306976
1985,36,8.76916408538818,0.958847343921661
1986,36,9.83443450927734,0.952519118785858
1987,36,10.0632839202881,0.939839780330658
1988,36,3.4111111164093,0.922668218612671
1989,36,10.8130121231079,0.914741098880768
1990,36,9.13010120391846,0.936194837093353
1991,36,7.77386617660522,0.949202239513397
1992,36,6.07091856002808,0.957169413566589
1993,36,10.2965240478516,0.965552747249603
1994,36,9.83407020568848,0.968713939189911
1977,37,0,0.915236353874207
1978,37,0,0.881989598274231
1979,37,0,0.883386671543121
1980,37,0,0.903417885303497
1981,37,1.37225222587585,0.941703617572784
1982,37,0,0.944605469703674
1983,37,0.555655658245087,0.909132063388824
1984,37,1.33711230754852,0.907064199447632
1985,37,0.782378911972046,0.967310726642609
1986,37,0.589329421520233,0.963177442550659
1987,37,1.97319304943085,0.94920802116394
1988,37,0.480438202619553,0.934768080711365
1989,37,1.38519632816315,0.935003399848938
1990,37,3.24184727668762,0.908193528652191
1991,37,2.95598840713501,0.921564042568207
1992,37,3.11329174041748,0.918371915817261
1993,37,1.35991823673248,0.921264171600342
1994,37,3.81620645523071,0.932359576225281
1973,41,0,0.963301122188568
1974,41,4.07212543487549,0.971170425415039
1975,41,4.4912691116333,0.971047103404999
1976,41,2.67001366615295,0.967321991920471
1977,41,2.51401209831238,0.970779299736023
1978,41,9.9099292755127,0.974196672439575
1979,41,4.14333343505859,0.971665978431702
1980,41,2.27458167076111,0.970841646194458
1981,41,1.2108108997345,0.966623067855835
1982,41,1.20182716846466,0.970732748508453
1983,41,2.00653457641602,0.9699946641922
1984,41,1.40078437328339,0.965788960456848
1985,41,2.54273128509521,0.969740986824036
1986,41,1.28179144859314,0.965650081634521
1987,41,3.43335556983948,0.973397493362427
1988,41,4.68427228927612,0.964151561260223
1989,41,4.68987894058228,0.973789572715759
1990,41,4.63121032714844,0.97162401676178
1991,41,7.90055131912231,0.971938252449036
1992,41,11.4413461685181,0.964099168777466
1993,41,6.26533794403076,0.968742907047272
1994,41,7.70580148696899,0.96601927280426
1973,42,15.5026359558105,0.934083938598633
1974,42,16.4412059783936,0.947937965393066
1975,42,18.1115303039551,0.960091471672058
1976,42,10.2537240982056,0.960354924201965
1977,42,11.374831199646,0.960319340229034
1978,42,11.9831619262695,0.961917459964752
1979,42,10.9420108795166,0.961631536483765
1980,42,14.6972990036011,0.96706748008728
1981,42,13.7386674880981,0.969327986240387
1982,42,16.4409961700439,0.972279131412506
1983,42,10.0388450622559,0.966463387012482
1984,42,15.7206211090088,0.967681765556335
1985,42,18.9074897766113,0.963998734951019
1986,42,15.1936492919922,0.959363281726837
1987,42,23.2047481536865,0.952404320240021
1988,42,21.7020797729492,0.949255704879761
1989,42,28.347053527832,0.949052631855011
1990,42,18.9879627227783,0.943438410758972
1991,42,22.237096786499,0.947912633419037
1992,42,17.9014263153076,0.947257876396179
1993,42,26.1298599243164,0.952574610710144
1994,42,18.6700553894043,0.949549496173859
1973,43,0.982309997081757,0.92860758304596
1974,43,0.193910732865334,0.935383677482605
1975,43,0.0610226728022099,0.959131717681885
1976,43,0.247223481535912,0.964863657951355
1977,43,0.255161494016647,0.95384931564331
1978,43,0.582314312458038,0.946755707263947
1979,43,0.299621194601059,0.956015110015869
1980,43,0.393677622079849,0.971621632575989
1981,43,0.645765781402588,0.979616761207581
1982,43,0.360548138618469,0.978572309017181
1983,43,0.108044154942036,0.973620414733887
1984,43,0.127344027161598,0.971389532089233
1985,43,0.260792940855026,0.966364562511444
1986,43,0.423580527305603,0.959214925765991
1987,43,0.455352246761322,0.951351821422577
1988,43,0.110870353877544,0.940725982189178
1989,43,0.136997446417809,0.951668441295624
1990,43,0,0.968097150325775
1991,43,0.0620137453079224,0.977308452129364
1992,43,0.107767783105373,0.977832973003387
1993,43,0,0.975078105926514
1994,43,0.135486617684364,0.973432779312134
1973,47,0,0.918449461460114
1974,47,0,0.937371551990509
1975,47,0,0.948071122169495
1976,47,0,0.956055521965027
1977,47,0.0920883566141129,0.948142766952515
1978,47,0.0794064924120903,0.9369295835495
1979,47,0.0380471386015415,0.941857695579529
1980,47,0.233290433883667,0.958403587341309
1981,47,0.843083083629608,0.966828465461731
1982,47,0.16024361550808,0.969874739646912
1983,47,0.370437115430832,0.965788662433624
1984,47,0.173650965094566,0.958123028278351
1985,47,0.302282750606537,0.955364346504211
1986,47,0.441997081041336,0.94854336977005
1987,47,0.602720737457275,0.945675313472748
1988,47,0.552503943443298,0.936389446258545
1989,47,0.395770400762558,0.935418426990509
1990,47,0.671525537967682,0.940500497817993
1991,47,0.188108369708061,0.963228583335876
1992,47,0.435860842466354,0.949380159378052
1993,47,0.505112528800964,0.943117022514343
1994,47,0.0677433088421822,0.92912757396698
1973,48,3.5720362663269,0.920921921730042
1974,48,0.678687572479248,0.927254378795624
1975,48,0.108484767377377,0.958263516426086
1976,48,1.71154725551605,0.963127791881561
1977,48,0.201443269848824,0.951150119304657
1978,48,0,0.940646648406982
1979,48,0,0.935914039611816
1980,48,0,0.94646030664444
1981,48,0,0.974380016326904
1982,48,0,0.961431682109833
1983,48,0,0.96621161699295
1984,48,0,0.960193753242493
1985,48,0,0.949659287929535
1986,48,0,0.95460844039917
1987,48,0,0.930566847324371
1988,48,0,0.919371724128723
1989,48,0,0.937528610229492
1990,48,0,0.944053292274475
1991,48,0,0.952028036117554
1992,48,0,0.955374717712402
1993,48,0,0.951470851898193
1994,48,0,0.951551914215088
1977,49,0,0.933492124080658
1978,49,0,0.935139715671539
1979,49,0,0.945040225982666
1980,49,0,0.960884213447571
1981,49,0,0.974003612995148
1988,49,0,0.952371120452881
1989,49,31.1669178009033,0.937438249588013
1990,49,20.3194351196289,0.94634884595871
1991,49,25.3946304321289,0.953444182872772
1992,49,24.984167098999,0.947000861167908
1993,49,28.8496952056885,0.949733793735504
1994,49,23.3375682830811,0.953646123409271
