"Class","Adult.weight..g.","Sample.size","Maximum.longevity..yrs.","Specimen.origin"
"Mammalia",356.5,"small",NA,"unknown"
"Mammalia",500,"small",5.8,"captivity"
"Mammalia",373.5,"small",7,"captivity"
"Mammalia",3900,"medium",26.6,"captivity"
"Mammalia",8600,"medium",23.4,"captivity"
"Mammalia",2000,"small",16.7,"captivity"
"Mammalia",1750,"tiny",NA,"unknown"
"Mammalia",270,"small",NA,"unknown"
"Mammalia",176.7,"small",12,"captivity"
"Mammalia",397,"small",NA,"unknown"
"Mammalia",115.5,"small",6.1,"captivity"
"Mammalia",75,"small",NA,"unknown"
"Mammalia",104,"small",NA,"unknown"
"Mammalia",26,"small",4.1,"captivity"
"Mammalia",122.5,"small",6.2,"captivity"
"Mammalia",82.5,"small",5.5,"captivity"
"Mammalia",27,"tiny",7,"captivity"
"Mammalia",125,"small",8.7,"captivity"
"Mammalia",24,"medium",6.9,"captivity"
"Mammalia",46.1,"small",7.3,"captivity"
"Mammalia",27.3,"tiny",5.3,"captivity"
"Mammalia",18.7,"small",8.3,"captivity"
"Mammalia",19,"small",7.1,"captivity"
"Mammalia",14.4,"small",NA,"unknown"
"Mammalia",61,"small",NA,"unknown"
"Mammalia",116,"small",8.6,"captivity"
"Mammalia",65,"small",8.3,"captivity"
"Mammalia",42,"medium",9.7,"captivity"
"Mammalia",35.5,"small",NA,"unknown"
"Mammalia",57,"small",9.9,"captivity"
"Mammalia",145,"tiny",12.7,"captivity"
"Mammalia",42,"small",NA,"unknown"
"Mammalia",13.4,"small",NA,"unknown"
"Mammalia",11.7,"small",5.9,"captivity"
"Mammalia",9,"small",NA,"unknown"
"Mammalia",8,"small",NA,"unknown"
"Mammalia",8,"small",8.3,"captivity"
"Mammalia",8,"small",NA,"unknown"
"Mammalia",20.1,"small",5.8,"captivity"
"Mammalia",2750,"small",22.9,"captivity"
"Mammalia",2000,"tiny",NA,"unknown"
"Mammalia",24000,"medium",23.1,"captivity"
"Mammalia",8000,"medium",27.3,"captivity"
"Mammalia",20000,"medium",28,"captivity"
"Mammalia",20000,"medium",27.1,"captivity"
"Mammalia",2740,"tiny",NA,"unknown"
"Mammalia",4200,"small",NA,"unknown"
"Mammalia",2000,"tiny",NA,"unknown"
"Mammalia",45.2,"large",5.9,"captivity"
"Mammalia",NA,"large",4,"captivity"
"Mammalia",62.5,"small",NA,"unknown"
"Mammalia",54.4,"small",NA,"unknown"
"Mammalia",20,"small",5.6,"captivity"
"Mammalia",21.5,"tiny",NA,"unknown"
"Mammalia",23.4,"small",5,"captivity"
"Mammalia",29.4,"small",4.5,"captivity"
"Mammalia",32.9,"tiny",4.4,"captivity"
"Mammalia",44,"small",5.3,"captivity"
"Mammalia",23.4,"medium",6.3,"captivity"
"Mammalia",110,"medium",6.7,"captivity"
"Mammalia",29,"small",3.6,"captivity"
"Mammalia",58.5,"small",NA,"unknown"
"Mammalia",144,"small",4.5,"captivity"
"Mammalia",NA,"small",8.8,"captivity"
"Mammalia",1363.72,"small",NA,"unknown"
"Mammalia",54.5,"small",6.1,"captivity"
"Mammalia",28.4,"medium",7.3,"captivity"
"Mammalia",74.8,"small",5.7,"captivity"
"Mammalia",113,"small",5,"captivity"
"Mammalia",30,"small",5.9,"captivity"
"Mammalia",18.5,"small",4.5,"captivity"
"Mammalia",50,"medium",5.5,"captivity"
"Mammalia",37,"small",8.2,"captivity"
"Mammalia",60,"small",4.4,"captivity"
"Mammalia",850,"medium",7.3,"captivity"
"Mammalia",26.2,"medium",4.4,"captivity"
"Mammalia",42.3,"medium",4.8,"captivity"
"Mammalia",177,"small",NA,"unknown"
"Mammalia",332.5,"small",5.3,"captivity"
"Mammalia",37.8,"small",NA,"unknown"
"Mammalia",35,"small",5.6,"captivity"
"Mammalia",100,"medium",5.2,"captivity"
"Mammalia",53,"medium",6.8,"captivity"
"Mammalia",100,"small",6,"captivity"
"Mammalia",185,"small",NA,"unknown"
"Mammalia",NA,"small",NA,"unknown"
"Mammalia",53.2,"medium",6.3,"captivity"
"Mammalia",150,"small",6.7,"captivity"
"Mammalia",900,"small",7.8,"captivity"
"Mammalia",268.5,"small",7.1,"captivity"
"Mammalia",47.6,"small",4.7,"captivity"
"Mammalia",6,"large",3.8,"captivity"
"Mammalia",70,"small",4,"captivity"
"Mammalia",11.2,"small",NA,"unknown"
"Mammalia",17.7,"small",NA,"unknown"
"Mammalia",7.2,"medium",4.3,"captivity"
"Mammalia",6,"small",NA,"unknown"
"Mammalia",20.5,"large",4,"captivity"
"Mammalia",19.9,"medium",3.5,"captivity"
"Mammalia",35,"medium",6.4,"captivity"
"Mammalia",39,"small",NA,"unknown"
"Mammalia",52,"small",5.3,"captivity"
"Mammalia",146.8,"small",NA,"unknown"
"Mammalia",40,"small",8.3,"captivity"
"Mammalia",1750,"small",13.6,"captivity"
"Mammalia",1744,"medium",10.7,"captivity"
"Mammalia",57,"small",3.1,"captivity"
"Mammalia",30,"small",5.2,"captivity"
"Mammalia",212,"medium",3.2,"captivity"
"Mammalia",65,"medium",7.9,"captivity"
"Mammalia",12,"small",6.8,"captivity"
"Mammalia",70,"small",6.5,"captivity"
"Mammalia",60.1,"small",NA,"unknown"
"Mammalia",12,"small",6.9,"captivity"
"Mammalia",64,"small",6,"captivity"
"Mammalia",130,"small",5.3,"captivity"
"Mammalia",115,"small",4.4,"captivity"
"Mammalia",300,"large",3.8,"captivity"
"Mammalia",200,"large",4.2,"captivity"
"Mammalia",51,"medium",4.5,"captivity"
"Mammalia",285,"small",4.5,"captivity"
"Mammalia",65,"medium",7.3,"captivity"
"Mammalia",334,"small",NA,"unknown"
"Mammalia",146.7,"small",7,"captivity"
"Mammalia",51.9,"small",NA,"unknown"
"Mammalia",80,"tiny",NA,"unknown"
"Mammalia",65,"small",NA,"unknown"
"Mammalia",54.5,"small",NA,"unknown"
"Mammalia",50,"small",NA,"unknown"
"Mammalia",123,"small",6.2,"captivity"
"Mammalia",100,"small",7.5,"captivity"
"Mammalia",7850,"large",19,"captivity"
"Mammalia",1300,"tiny",7.4,"captivity"
"Mammalia",1500,"small",8.4,"captivity"
"Mammalia",7.4,"small",4.2,"captivity"
"Mammalia",13,"small",3.3,"captivity"
"Mammalia",1250,"small",12.6,"captivity"
"Mammalia",106,"small",6.3,"captivity"
"Mammalia",47.4,"small",4.5,"captivity"
"Mammalia",25.5,"small",NA,"unknown"
"Mammalia",235,"large",14,"captivity"
"Mammalia",158,"small",NA,"unknown"
"Mammalia",98,"small",10.8,"captivity"
"Mammalia",3500,"small",20,"captivity"
"Mammalia",200,"tiny",NA,"unknown"
"Mammalia",75,"small",NA,"unknown"
"Mammalia",126,"medium",10.6,"captivity"
"Mammalia",105,"small",11.2,"captivity"
"Mammalia",154.5,"small",NA,"unknown"
"Mammalia",400,"tiny",NA,"unknown"
"Mammalia",134.5,"small",NA,"unknown"
"Mammalia",257,"small",13.7,"captivity"
"Mammalia",272,"small",17,"captivity"
"Mammalia",NA,"tiny",12.8,"captivity"
"Mammalia",190,"tiny",14.8,"captivity"
"Mammalia",400,"medium",21.1,"captivity"
"Mammalia",157.6,"small",10.4,"captivity"
"Mammalia",275,"small",NA,"unknown"
"Mammalia",900,"small",NA,"unknown"
"Mammalia",1125,"large",15,"captivity"
"Mammalia",172.5,"small",NA,"unknown"
"Mammalia",100,"small",NA,"unknown"
"Mammalia",147.7,"small",NA,"unknown"
"Mammalia",218,"small",10,"captivity"
"Mammalia",106,"small",NA,"unknown"
"Mammalia",271.7,"tiny",9.5,"captivity"
"Mammalia",186,"small",NA,"unknown"
"Mammalia",149,"small",14.2,"captivity"
"Mammalia",65.4,"medium",19,"captivity"
"Mammalia",326.5,"small",8.7,"captivity"
"Mammalia",172.7,"small",7.9,"captivity"
"Mammalia",175,"small",NA,"unknown"
"Mammalia",7300,"small",NA,"unknown"
"Mammalia",4300,"small",12.1,"captivity"
"Mammalia",3500,"tiny",21.2,"captivity"
"Mammalia",3500,"medium",17.4,"captivity"
"Mammalia",4000,"medium",14,"captivity"
"Mammalia",4750,"medium",12.1,"captivity"
"Mammalia",663,"small",9.8,"captivity"
"Mammalia",216,"tiny",NA,"unknown"
"Mammalia",134,"small",NA,"unknown"
"Mammalia",1700,"small",21.4,"captivity"
"Mammalia",1650,"small",19.2,"captivity"
"Mammalia",1780,"small",NA,"unknown"
"Mammalia",1750,"small",NA,"unknown"
"Mammalia",1652,"tiny",NA,"unknown"
"Mammalia",459,"small",7.2,"captivity"
"Mammalia",NA,"tiny",NA,"unknown"
"Mammalia",130,"medium",11.4,"captivity"
"Mammalia",1187.5,"tiny",NA,"unknown"
"Mammalia",2000,"tiny",19,"captivity"
"Mammalia",2000,"small",20,"captivity"
"Mammalia",NA,"tiny",NA,"unknown"
"Mammalia",702.5,"small",NA,"unknown"
"Mammalia",185,"tiny",NA,"unknown"
"Mammalia",600,"small",11.5,"captivity"
"Mammalia",533,"small",23.6,"captivity"
"Mammalia",190,"small",NA,"unknown"
"Mammalia",374,"tiny",11.5,"captivity"
"Mammalia",425,"tiny",NA,"unknown"
"Mammalia",190,"small",NA,"unknown"
"Mammalia",264,"tiny",NA,"unknown"
"Mammalia",800,"tiny",16,"captivity"
"Mammalia",433.3,"tiny",NA,"unknown"
"Mammalia",485,"small",15.1,"captivity"
"Mammalia",600,"medium",14.8,"captivity"
"Mammalia",217,"medium",6.7,"captivity"
"Mammalia",136,"small",7.1,"captivity"
"Mammalia",312.5,"small",14,"captivity"
"Mammalia",67,"small",11.1,"captivity"
"Mammalia",75,"small",10,"captivity"
"Mammalia",48.2,"small",NA,"unknown"
"Mammalia",62.8,"tiny",12.6,"captivity"
"Mammalia",44.1,"small",10,"captivity"
"Mammalia",86.5,"small",NA,"unknown"
"Mammalia",70,"small",NA,"unknown"
"Mammalia",75,"small",NA,"unknown"
"Mammalia",85,"medium",9.6,"captivity"
"Mammalia",96,"small",9.5,"captivity"
"Mammalia",75,"small",9.3,"captivity"
"Mammalia",200,"tiny",9.8,"captivity"
"Mammalia",NA,"small",NA,"unknown"
"Mammalia",290,"small",NA,"unknown"
"Mammalia",342.5,"tiny",NA,"unknown"
"Mammalia",150,"small",7.8,"captivity"
"Mammalia",163.3,"tiny",8.9,"captivity"
"Mammalia",600,"small",10.3,"captivity"
"Mammalia",588,"small",11.5,"captivity"
"Mammalia",650,"small",4.8,"captivity"
"Mammalia",3000,"small",NA,"unknown"
"Mammalia",NA,"tiny",NA,"unknown"
"Mammalia",160,"small",20.2,"captivity"
"Mammalia",220,"small",NA,"unknown"
"Mammalia",6600,"tiny",5.4,"captivity"
"Mammalia",42.5,"small",NA,"unknown"
"Mammalia",200,"medium",11.1,"captivity"
"Mammalia",200,"medium",12.4,"captivity"
"Mammalia",58.6,"tiny",12.2,"captivity"
"Mammalia",197.8,"tiny",11.6,"captivity"
"Mammalia",350,"small",11.5,"captivity"
"Mammalia",360000,"small",73,"captivity"
"Mammalia",480000,"small",40,"captivity"
"Mammalia",322000,"medium",69,"captivity"
"Mammalia",1000,"small",NA,"unknown"
"Mammalia",1000,"small",12.1,"captivity"
"Mammalia",21.6,"small",2.2,"captivity"
"Mammalia",14.5,"small",2.8,"captivity"
"Mammalia",45,"small",2.2,"captivity"
"Mammalia",11,"small",2.9,"captivity"
"Mammalia",11.6,"tiny",4,"captivity"
"Mammalia",7.7,"small",2.8,"captivity"
"Mammalia",4.5,"medium",3.5,"captivity"
"Mammalia",17.5,"small",2.1,"captivity"
"Mammalia",15,"small",NA,"unknown"
"Mammalia",15,"small",3.1,"captivity"
"Mammalia",7.8,"small",NA,"unknown"
"Mammalia",9,"small",3.2,"captivity"
"Mammalia",8.2,"small",NA,"unknown"
"Mammalia",5.4,"small",3,"captivity"
"Mammalia",4.3,"small",NA,"unknown"
"Mammalia",9.6,"small",NA,"unknown"
"Mammalia",7.5,"small",NA,"unknown"
"Mammalia",7.2,"small",NA,"unknown"
"Mammalia",6,"small",NA,"unknown"
"Mammalia",5.6,"small",NA,"unknown"
"Mammalia",12,"small",NA,"unknown"
"Mammalia",7.5,"small",NA,"unknown"
"Mammalia",7,"small",NA,"unknown"
"Mammalia",2.1,"small",3.2,"captivity"
"Mammalia",45.9,"small",3.2,"captivity"
"Mammalia",55.3,"small",2.5,"captivity"
"Mammalia",57.5,"small",NA,"unknown"
"Mammalia",97,"small",3.2,"captivity"
"Mammalia",62.5,"small",NA,"unknown"
"Mammalia",90,"medium",6.2,"wild"
"Mammalia",92.5,"small",NA,"unknown"
"Mammalia",60000,"medium",29.8,"captivity"
